Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1940,Charlie Wagner,27,US,,R,R,"5' 11""",170,"Dec 3, 1912",3,13,1,13,12,12,0,0,0,0,0,0,0,0,0,-,0,1,-0.1,No,No
1940,Ted Williams,21,US,,L,R,"6' 3""",205,"Aug 30, 1918",2,144,143,144,143,1,0,0,0,0,0,129,0,15,143,-,1,0,6.6,Yes,Yes
1940,Jack Wilson,28,US,,R,R,"5' 11""",210,"Apr 12, 1912",7,41,16,41,41,41,0,0,0,0,0,0,0,0,0,-,0,0,0.6,No,No
1941,Paul Campbell,23,US,,L,L,"5' 10""",185,"Sep 1, 1917",1st,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0,No,No
1941,Tom Carey,34,US,,R,R,"5' 8""",170,"Oct 11, 1906",6,25,3,25,18,0,0,0,9,1,8,0,0,0,0,-,3,6,-0.2,No,No
1941,Joe Cronin,34,US,,R,R,"5' 11""",180,"Oct 12, 1906",16,143,140,143,141,0,0,0,0,22,119,1,0,0,1,-,3,0,4.8,Yes,Yes
1941,Emerson Dickman,26,US,,R,R,"6' 2""",175,"Nov 12, 1914",5,9,3,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1941,Dom DiMaggio,24,US,,R,R,"5' 9""",168,"Feb 12, 1917",2,144,143,144,144,0,0,0,0,0,0,0,144,0,144,-,0,0,3.4,Yes,No
1941,Joe Dobson,24,US,,R,R,"6' 2""",197,"Jan 20, 1917",3,27,18,27,27,27,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1941,Bobby Doerr,23,US,,R,R,"5' 11""",175,"Apr 7, 1918",5,132,130,132,132,0,0,0,132,0,0,0,0,0,0,-,2,0,2.3,Yes,Yes
1941,Lou Finney,30,US,,L,R,"6' 0""",180,"Aug 13, 1910",10,127,113,127,116,0,0,24,0,0,0,1,0,91,92,-,11,0,0.7,No,No
1941,Al Flair,24,US,,L,L,"6' 4""",195,"Jul 24, 1916",1st,10,7,10,8,0,0,8,0,0,0,0,0,0,0,-,2,0,-0.2,No,No
1941,Bill Fleming,27,US,,R,R,"6' 0""",190,"Jul 31, 1913",2,16,1,16,16,16,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1941,Pete Fox,32,US,,R,R,"5' 11""",165,"Mar 8, 1909",9,73,60,73,62,0,0,0,0,0,0,8,5,49,62,-,8,3,0.8,No,No
1941,Jimmie Foxx,33,US,,R,R,"6' 0""",195,"Oct 22, 1907",17,135,129,135,130,0,0,124,0,5,0,0,0,1,1,-,5,0,3.6,Yes,Yes
1941,Lefty Grove,41,US,,L,L,"6' 3""",190,"Mar 6, 1900",17,21,21,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,Yes
1941,Odell Hale,32,US,,R,R,"5' 10""",175,"Aug 10, 1908",10,12,5,12,7,0,0,0,1,6,0,0,0,0,0,-,5,0,-0.2,No,No
1941,Mickey Harris,24,US,,L,L,"6' 0""",195,"Jan 30, 1917",2,35,22,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,3.7,No,No
1941,Herb Hash,30,US,,R,R,"6' 1""",180,"Feb 13, 1911",2,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1941,Tex Hughson,25,US,,R,R,"6' 3""",198,"Feb 9, 1916",1st,12,8,12,12,12,0,0,0,0,0,0,0,0,0,-,0,0,0.6,No,No
1941,Earl Johnson,22,US,,L,L,"6' 3""",190,"Apr 2, 1919",2,17,12,17,17,17,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1941,Oscar Judd,33,CA,,L,L,"6' 0""",180,"Feb 14, 1908",1st,10,0,10,7,7,0,0,0,0,0,0,0,0,0,-,3,0,-0.1,No,No
1941,Dick Newsome,31,US,,R,R,"6' 0""",185,"Dec 13, 1909",1st,36,29,36,36,36,0,0,0,0,0,0,0,0,0,-,0,0,1.5,No,No
1941,Skeeter Newsome,30,US,,R,R,"5' 9""",155,"Oct 18, 1910",6,93,59,93,91,0,0,0,23,0,69,0,0,0,0,-,0,10,-0.3,No,No
1941,Johnny Peacock,31,US,,L,R,"5' 11""",165,"Jan 10, 1910",5,78,68,78,69,0,69,0,0,0,0,0,0,0,0,-,9,0,0.7,No,No
1941,Nels Potter,29,US,,L,R,"5' 11""",180,"Aug 23, 1911",5,10,0,10,10,10,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1941,Frankie Pytlak,32,US,,R,R,"5' 7""",160,"Jul 30, 1908",10,107,87,107,92,0,92,0,0,0,0,0,0,0,0,-,14,4,0.2,No,No
1941,Woody Rich,25,US,,L,R,"6' 2""",185,"Mar 9, 1916",3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1941,Mike Ryba,38,US,,R,R,"5' 11""",180,"Jun 9, 1903",5,40,3,40,40,40,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1941,Stan Spence,26,US,,L,L,"5' 10""",180,"Mar 20, 1915",2,86,40,86,52,0,0,1,0,0,0,27,10,16,52,-,34,1,-0.3,No,No
1941,Jim Tabor,24,US,,R,R,"6' 2""",175,"Nov 5, 1916",4,126,123,126,125,0,0,0,0,125,0,0,0,0,0,-,2,0,1.2,No,No
1941,Charlie Wagner,28,US,,R,R,"5' 11""",170,"Dec 3, 1912",4,29,25,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,3.9,No,No
1941,Ted Williams,22,US,,L,R,"6' 3""",205,"Aug 30, 1918",3,143,133,143,133,0,0,0,0,0,0,130,0,4,133,-,10,0,10.4,Yes,Yes
1941,Jack Wilson,29,US,,R,R,"5' 11""",210,"Apr 12, 1912",8,27,12,27,27,27,0,0,0,0,0,0,0,0,0,-,0,0,-1,No,No
1942,Mace Brown,33,US,,R,R,"6' 1""",190,"May 21, 1909",8,34,0,34,34,34,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1942,Bill Butland,24,US,,R,R,"6' 5""",185,"Mar 22, 1918",2,23,10,23,23,23,0,0,0,0,0,0,0,0,0,-,0,0,2.5,No,No
1942,Paul Campbell,24,US,,L,L,"5' 10""",185,"Sep 1, 1917",2,26,0,26,4,0,0,0,0,0,0,0,4,0,4,-,13,9,-0.5,No,No
1942,Tom Carey,35,US,,R,R,"5' 8""",170,"Oct 11, 1906",7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-,0,0,0.1,No,No
1942,Ken Chase,28,US,,L,L,"6' 2""",210,"Oct 6, 1913",7,13,10,13,13,13,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1942,Bill Conroy,27,US,,R,R,"6' 0""",185,"Feb 26, 1915",4,83,77,83,83,0,83,0,0,0,0,0,0,0,0,-,1,0,-0.2,No,No
1942,Joe Cronin,35,US,,R,R,"5' 11""",180,"Oct 12, 1906",17,45,16,45,17,0,0,5,0,11,1,0,0,0,0,-,28,0,0.7,No,Yes
1942,Dom DiMaggio,25,US,,R,R,"5' 9""",168,"Feb 12, 1917",3,151,150,151,151,0,0,0,0,0,0,0,151,0,151,-,0,0,5.4,Yes,No
1942,Joe Dobson,25,US,,R,R,"6' 2""",197,"Jan 20, 1917",4,30,23,30,30,30,0,0,0,0,0,0,0,0,0,-,0,0,2.2,No,No
1942,Bobby Doerr,24,US,,R,R,"5' 11""",175,"Apr 7, 1918",6,144,142,144,142,0,0,0,142,0,0,0,0,0,0,-,2,0,5.5,Yes,Yes
1942,Lou Finney,31,US,,L,R,"6' 0""",180,"Aug 13, 1910",11,113,92,113,97,0,0,2,0,0,0,3,1,92,95,-,16,0,1.2,No,No
1942,Pete Fox,33,US,,R,R,"5' 11""",165,"Mar 8, 1909",10,77,64,77,71,0,0,0,0,0,0,7,0,64,71,-,3,3,-0.1,No,No
1942,Jimmie Foxx,34,US,,R,R,"6' 0""",195,"Oct 22, 1907",18,30,27,30,27,0,0,27,0,0,0,0,0,0,0,-,3,0,1,No,Yes
1942,Andy Gilbert,27,US,,R,R,"6' 0""",203,"Jul 18, 1914",1st,6,2,6,5,0,0,0,0,0,0,0,5,0,5,-,1,0,-0.3,No,No
1942,Tex Hughson,26,US,,R,R,"6' 3""",198,"Feb 9, 1916",2,38,30,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,6.3,Yes,No
1942,Oscar Judd,34,CA,,L,L,"6' 0""",180,"Feb 14, 1908",2,36,19,36,31,31,0,0,0,0,0,0,0,0,0,-,5,0,1.6,No,No
1942,Tony Lupien,25,US,,L,L,"5' 10""",185,"Apr 23, 1917",2,128,119,128,121,0,0,121,0,0,0,0,0,0,0,-,7,0,0.7,No,No
1942,Dick Newsome,32,US,,R,R,"6' 0""",185,"Dec 13, 1909",2,24,23,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,-1.7,No,No
1942,Skeeter Newsome,31,US,,R,R,"5' 9""",155,"Oct 18, 1910",7,29,25,29,29,0,0,0,10,12,7,0,0,0,0,-,0,0,0.1,No,No
1942,Johnny Peacock,32,US,,L,R,"5' 11""",165,"Jan 10, 1910",6,88,73,88,83,0,83,0,0,0,0,0,0,0,0,-,11,0,0,No,No
1942,Johnny Pesky,23,US,,L,R,"5' 9""",168,"Feb 27, 1919",1st,147,147,147,147,0,0,0,0,0,147,0,0,0,0,-,0,0,6.2,No,No
1942,Mike Ryba,39,US,,R,R,"5' 11""",180,"Jun 9, 1903",6,21,2,21,21,18,3,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1942,Jim Tabor,25,US,,R,R,"6' 2""",175,"Nov 5, 1916",5,139,130,139,138,0,0,0,0,138,0,0,0,0,0,-,0,1,-0.4,No,No
1942,Yank Terry,31,US,,R,R,"6' 1""",180,"Feb 11, 1911",2,20,11,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,-0.8,No,No
1942,Charlie Wagner,29,US,,R,R,"5' 11""",170,"Dec 3, 1912",5,29,26,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1942,Ted Williams,23,US,,L,R,"6' 3""",205,"Aug 30, 1918",4,150,150,150,150,0,0,0,0,0,0,149,0,1,150,-,0,0,10.5,Yes,Yes
1943,Babe Barna,28,US,,L,R,"6' 2""",210,"Mar 2, 1915",5,30,29,30,29,0,0,0,0,0,0,29,0,0,29,-,1,0,-0.5,No,No
1943,Mace Brown,34,US,,R,R,"6' 1""",190,"May 21, 1909",9,49,0,49,49,49,0,0,0,0,0,0,0,0,0,-,0,0,2.5,No,No
1943,Ken Chase,29,US,,L,L,"6' 2""",210,"Oct 6, 1913",8,7,5,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,-1.2,No,No
1943,Bill Conroy,28,US,,R,R,"6' 0""",185,"Feb 26, 1915",5,39,29,39,38,0,38,0,0,0,0,0,0,0,0,-,2,1,0.2,No,No
1943,Joe Cronin,36,US,,R,R,"5' 11""",180,"Oct 12, 1906",18,59,9,59,10,0,0,0,0,10,0,0,0,0,0,-,50,0,0.9,No,Yes
1943,Leon Culberson,24,US,,R,R,"5' 11""",180,"Aug 6, 1918",1st,81,78,81,79,0,0,0,0,0,0,27,52,0,79,-,2,0,2.1,No,No
1943,Joe Dobson,26,US,,R,R,"6' 2""",197,"Jan 20, 1917",5,25,20,25,25,25,0,0,0,0,0,0,0,0,0,-,0,0,1.8,No,No
1943,Bobby Doerr,25,US,,R,R,"5' 11""",175,"Apr 7, 1918",7,155,155,155,155,0,0,0,155,0,0,0,0,0,0,-,0,0,5.2,Yes,Yes
1943,Danny Doyle,26,US,,B,R,"6' 1""",195,"Jan 24, 1917",1st,13,13,13,13,0,13,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1943,Pete Fox,34,US,,R,R,"5' 11""",165,"Mar 8, 1909",11,127,120,127,125,0,0,0,0,0,0,3,0,122,125,-,1,4,1.1,No,No
1943,Ford Garrison,27,US,,R,R,"5' 10""",180,"Aug 29, 1915",1st,36,30,36,32,0,0,0,0,0,0,26,6,0,32,-,2,3,0,No,No
1943,Tex Hughson,27,US,,R,R,"6' 3""",198,"Feb 9, 1916",3,35,32,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,5.2,Yes,No
1943,Oscar Judd,35,CA,,L,L,"6' 0""",180,"Feb 14, 1908",3,27,20,27,23,23,0,0,0,0,0,0,0,0,0,-,2,2,2.6,Yes,No
1943,Andy Karl,29,US,,R,R,"6' 1""",175,"Apr 8, 1914",1st,11,0,11,11,11,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1943,Eddie Lake,27,US,,R,R,"5' 7""",159,"Mar 18, 1916",4,75,61,75,63,0,0,0,0,0,63,0,0,0,0,-,2,11,1.2,No,No
1943,Johnny Lazor,30,US,,L,R,"5' 9""",180,"Sep 9, 1912",1st,83,54,83,63,0,0,0,0,0,0,51,7,8,63,-,19,3,-0.5,No,No
1943,Lou Lucier,25,US,,R,R,"5' 8""",160,"Mar 23, 1918",1st,16,9,16,16,16,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1943,Tony Lupien,26,US,,L,L,"5' 10""",185,"Apr 23, 1917",3,154,153,154,153,0,0,153,0,0,0,0,0,0,0,-,1,0,0.9,No,No
1943,Tom McBride,28,US,,R,R,"6' 0""",188,"Nov 2, 1914",1st,26,24,26,24,0,0,0,0,0,0,0,21,3,24,-,2,0,-0.1,No,No
1943,George Metkovich,22,US,,L,L,"6' 1""",185,"Oct 8, 1920",1st,78,78,78,78,0,0,2,0,0,0,0,51,28,76,-,0,0,0.1,No,No
1943,Dee Miles,34,US,,L,R,"6' 0""",175,"Feb 15, 1909",7,45,21,45,25,0,0,0,0,0,0,1,24,0,25,-,20,1,-0.9,No,No
1943,Dick Newsome,33,US,,R,R,"6' 0""",185,"Dec 13, 1909",3,27,22,27,25,25,0,0,0,0,0,0,0,0,0,-,0,2,-0.9,No,No
1943,Skeeter Newsome,32,US,,R,R,"5' 9""",155,"Oct 18, 1910",8,114,109,114,112,0,0,0,0,15,98,0,0,0,0,-,0,3,1.3,No,No
1943,Emmett O'Neill,25,US,,R,R,"6' 3""",185,"Jan 13, 1918",1st,11,5,11,11,11,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1943,Roy Partee,25,US,,R,R,"5' 10""",180,"Sep 7, 1917",1st,96,86,96,91,0,91,0,0,0,0,0,0,0,0,-,6,0,1.4,No,No
1943,Johnny Peacock,33,US,,L,R,"5' 11""",165,"Jan 10, 1910",7,48,27,48,32,0,32,0,0,0,0,0,0,0,0,-,16,0,-0.3,No,No
1943,Mike Ryba,40,US,,R,R,"5' 11""",180,"Jun 9, 1903",7,40,8,40,40,40,0,0,0,0,0,0,0,0,0,-,0,0,1.6,No,No
1943,Al Simmons,41,US,,R,R,"5' 11""",190,"May 22, 1902",19,40,31,40,33,0,0,0,0,0,0,33,0,0,33,-,7,1,-0.8,No,Yes
1943,Jim Tabor,26,US,,R,R,"6' 2""",175,"Nov 5, 1916",6,137,133,137,135,0,0,0,0,133,0,2,0,0,2,-,3,0,1.1,No,No
1943,Yank Terry,32,US,,R,R,"6' 1""",180,"Feb 11, 1911",3,30,22,30,30,30,0,0,0,0,0,0,0,0,0,-,0,0,0.9,No,No
1943,Pinky Woods,23,US,,R,R,"6' 5""",225,"May 22, 1920",1st,23,12,23,23,23,0,0,0,0,0,0,0,0,0,-,0,0,-1.2,No,No
1944,Frank Barrett,30,US,,R,R,"6' 2""",173,"Jul 1, 1913",2,38,2,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1944,Joe Bowman,34,US,,L,R,"6' 2""",190,"Jun 17, 1910",10,59,24,59,26,26,0,0,0,0,0,0,0,0,0,-,33,0,-0.8,No,No
1944,Jim Bucher,33,US,,L,R,"5' 11""",170,"Mar 24, 1911",6,80,62,80,65,0,0,0,21,44,0,0,0,0,0,-,15,0,0.8,No,No
1944,Rex Cecil,27,US,,L,R,"6' 3""",195,"Oct 8, 1916",1st,11,9,11,11,11,0,0,0,0,0,0,0,0,0,-,0,0,-1,No,No
1944,Bill Conroy,29,US,,R,R,"6' 0""",185,"Feb 26, 1915",6,19,18,19,19,0,19,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1944,Joe Cronin,37,US,,R,R,"5' 11""",180,"Oct 12, 1906",19,76,49,76,49,0,0,49,0,0,0,0,0,0,0,-,27,0,0.3,No,Yes
1944,Leon Culberson,25,US,,R,R,"5' 11""",180,"Aug 6, 1918",2,75,67,75,72,0,0,0,0,0,0,0,71,1,72,-,2,2,-0.1,No,No
1944,Bobby Doerr,26,US,,R,R,"5' 11""",175,"Apr 7, 1918",8,125,125,125,125,0,0,0,125,0,0,0,0,0,0,-,0,0,6.3,Yes,Yes
1944,Clem Dreisewerd,28,US,,L,L,"6' 1""",195,"Jan 24, 1916",1st,7,7,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1944,Lou Finney,33,US,,L,R,"6' 0""",180,"Aug 13, 1910",12,68,59,68,61,0,0,59,0,0,0,1,0,1,2,-,6,1,0.2,No,No
1944,Pete Fox,35,US,,R,R,"5' 11""",165,"Mar 8, 1909",12,121,118,121,119,0,0,0,0,0,0,0,0,119,119,-,2,0,2.6,Yes,No
1944,Ford Garrison,28,US,,R,R,"5' 10""",180,"Aug 29, 1915",2,13,12,13,12,0,0,0,0,0,0,0,0,12,12,-,0,1,0.2,No,No
1944,Clem Hausmann,24,US,,R,R,"5' 9""",165,"Aug 17, 1919",1st,32,12,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,1.3,No,No
1944,Tex Hughson,28,US,,R,R,"6' 3""",198,"Feb 9, 1916",4,28,23,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,5.8,Yes,No
1944,Bob Johnson,38,US,,R,R,"6' 0""",180,"Nov 26, 1905",12,144,142,144,142,0,0,0,0,0,0,142,0,0,142,-,2,0,6.3,Yes,No
1944,Vic Johnson,23,US,,R,L,"6' 0""",160,"Aug 3, 1920",1st,7,5,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,-0.9,No,No
1944,Oscar Judd,36,CA,,L,L,"6' 0""",180,"Feb 14, 1908",4,10,6,10,9,9,0,0,0,0,0,0,0,0,0,-,1,0,0.2,No,No
1944,Eddie Lake,28,US,,R,R,"5' 7""",159,"Mar 18, 1916",5,57,35,57,51,6,0,0,2,1,42,0,0,0,0,-,1,8,0,No,No
1944,Johnny Lazor,31,US,,L,R,"5' 9""",180,"Sep 9, 1912",2,16,3,16,7,0,1,0,0,0,0,1,0,5,6,-,9,1,-0.4,No,No
1944,Lou Lucier,26,US,,R,R,"5' 8""",160,"Mar 23, 1918",2,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1944,Tom McBride,29,US,,R,R,"6' 0""",188,"Nov 2, 1914",2,71,48,71,62,0,0,5,0,0,0,23,14,22,57,-,9,4,-0.6,No,No
1944,George Metkovich,23,US,,L,L,"6' 1""",185,"Oct 8, 1920",2,134,126,134,131,0,0,49,0,0,0,0,83,2,83,-,4,2,2,No,No
1944,Skeeter Newsome,33,US,,R,R,"5' 9""",155,"Oct 18, 1910",9,136,132,136,135,0,0,0,9,1,126,0,0,0,0,-,0,2,0.8,No,No
1944,Emmett O'Neill,26,US,,R,R,"6' 3""",185,"Jan 13, 1918",2,28,22,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,-0.8,No,No
1944,Roy Partee,26,US,,R,R,"5' 10""",180,"Sep 7, 1917",2,89,75,89,85,0,85,0,0,0,0,0,0,0,0,-,5,0,0.5,No,No
1944,Stan Partenheimer,21,US,,R,L,"5' 11""",175,"Oct 21, 1922",1st,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1944,Johnny Peacock,34,US,,L,R,"5' 11""",165,"Jan 10, 1910",8,4,0,4,2,0,2,0,0,0,0,0,0,0,0,-,3,0,-0.1,No,No
1944,Mike Ryba,41,US,,R,R,"5' 11""",180,"Jun 9, 1903",8,42,7,42,42,42,0,0,0,0,0,0,0,0,0,-,0,0,1.6,No,No
1944,Jim Tabor,27,US,,R,R,"6' 2""",175,"Nov 5, 1916",7,116,114,116,114,0,0,0,0,114,0,0,0,0,0,-,2,0,2.8,No,No
1944,Yank Terry,33,US,,R,R,"6' 1""",180,"Feb 11, 1911",4,27,17,27,27,27,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1944,Hal Wagner,28,US,,L,R,"6' 0""",165,"Jul 2, 1915",8,66,63,66,64,0,64,0,0,0,0,0,0,0,0,-,3,0,2.1,No,No
1944,Joe Wood,28,US,,R,R,"6' 0""",190,"May 20, 1916",1st,3,1,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1944,Pinky Woods,24,US,,R,R,"6' 5""",225,"May 22, 1920",2,38,20,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,1.6,No,No
1945,Frank Barrett,31,US,,R,R,"6' 2""",173,"Jul 1, 1913",3,37,0,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,1.5,No,No
1945,Joe Bowman,35,US,,L,R,"6' 2""",190,"Jun 17, 1910",11,9,3,9,3,3,0,0,0,0,0,0,0,0,0,-,6,0,-0.6,No,No
1945,Jim Bucher,34,US,,L,R,"5' 11""",170,"Mar 24, 1911",7,52,29,52,34,0,0,0,2,32,0,0,0,0,0,-,18,0,0,No,No
1945,Dolph Camilli,38,US,,L,L,"5' 10""",185,"Apr 23, 1907",12,63,52,63,54,0,0,54,0,0,0,0,0,0,0,-,9,0,0,No,No
1945,Rex Cecil,28,US,,L,R,"6' 3""",195,"Oct 8, 1916",2,7,7,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,-1.2,No,No
1945,Loyd Christopher,25,US,,R,R,"6' 2""",190,"Dec 31, 1919",1st,8,3,8,3,0,0,0,0,0,0,0,3,0,3,-,5,0,0,No,No
1945,Otey Clark,30,US,,R,L,"6' 1""",190,"May 22, 1915",1st,12,9,12,12,12,0,0,0,0,0,0,0,0,0,-,0,0,0.8,No,No
1945,Joe Cronin,38,US,,R,R,"5' 11""",180,"Oct 12, 1906",20,3,3,3,3,0,0,0,0,3,0,0,0,0,0,-,0,0,0.3,No,Yes
1945,Leon Culberson,26,US,,R,R,"5' 11""",180,"Aug 6, 1918",3,97,84,97,91,0,0,0,0,0,0,1,89,1,91,-,8,1,1.1,No,No
1945,Clem Dreisewerd,29,US,,L,L,"6' 1""",195,"Jan 24, 1916",2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1945,Dave Ferriss,23,US,,L,R,"6' 2""",208,"Dec 5, 1921",1st,61,31,61,35,35,0,0,0,0,0,0,0,0,0,-,26,0,5.1,Yes,No
1945,Lou Finney,34,US,,L,R,"6' 0""",180,"Aug 13, 1910",13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-,2,0,0,No,No
1945,Pete Fox,36,US,,R,R,"5' 11""",165,"Mar 8, 1909",13,66,53,66,57,0,0,0,0,0,0,0,0,57,57,-,5,7,-0.9,No,No
1945,Bob Garbark,35,US,,R,R,"5' 11""",178,"Nov 13, 1909",7,68,58,68,67,0,67,0,0,0,0,0,0,0,0,-,1,0,0.3,No,No
1945,Clem Hausmann,25,US,,R,R,"5' 9""",165,"Aug 17, 1919",2,31,13,31,31,31,0,0,0,0,0,0,0,0,0,-,0,0,-1.8,No,No
1945,Randy Heflin,26,US,,L,R,"6' 0""",185,"Sep 11, 1918",1st,20,14,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,-0.6,No,No
1945,Billy Holm,32,US,,R,R,"5' 10""",168,"Jul 21, 1912",3,58,49,58,57,0,57,0,0,0,0,0,0,0,0,-,2,0,-0.6,No,No
1945,Bob Johnson,39,US,,R,R,"6' 0""",180,"Nov 26, 1905",13,143,137,143,140,0,0,0,0,0,0,140,1,0,140,-,3,0,2.8,Yes,No
1945,Vic Johnson,24,US,,R,L,"6' 0""",160,"Aug 3, 1920",2,26,9,26,26,26,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1945,Oscar Judd,37,CA,,L,L,"6' 0""",180,"Feb 14, 1908",5,2,1,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1945,Ty LaForest,28,CA,,R,R,"5' 9""",165,"Apr 18, 1917",1st,52,49,52,50,0,0,0,0,45,0,3,0,2,5,-,1,2,0.6,No,No
1945,Eddie Lake,29,US,,R,R,"5' 7""",159,"Mar 18, 1916",6,133,128,133,131,0,0,0,1,0,130,0,0,0,0,-,1,3,7.1,No,No
1945,Johnny Lazor,32,US,,L,R,"5' 9""",180,"Sep 9, 1912",3,101,78,101,81,0,0,0,0,0,0,12,0,73,81,-,20,1,1.4,No,No
1945,Tom McBride,30,US,,R,R,"6' 0""",188,"Nov 2, 1914",3,100,81,100,90,0,0,11,0,0,0,17,48,23,81,-,12,2,1.5,No,No
1945,George Metkovich,24,US,,L,L,"6' 1""",185,"Oct 8, 1920",3,138,135,138,136,0,0,97,0,0,0,0,29,14,42,-,3,0,0.9,No,No
1945,Skeeter Newsome,34,US,,R,R,"5' 9""",155,"Oct 18, 1910",10,125,117,125,121,0,0,0,82,11,33,0,0,0,0,-,3,3,2.9,No,No
1945,Emmett O'Neill,27,US,,R,R,"6' 3""",185,"Jan 13, 1918",3,24,22,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,-1.3,No,No
1945,Nick Polly,28,US,,R,R,"5' 11""",190,"Apr 18, 1917",2,4,1,4,2,0,0,0,0,2,0,0,0,0,0,-,2,0,-0.1,No,No
1945,Frankie Pytlak,36,US,,R,R,"5' 7""",160,"Jul 30, 1908",11,9,6,9,6,0,6,0,0,0,0,0,0,0,0,-,2,1,-0.2,No,No
1945,Mike Ryba,42,US,,R,R,"5' 11""",180,"Jun 9, 1903",9,34,9,34,34,34,0,0,0,0,0,0,0,0,0,-,0,0,2.2,No,No
1945,Ben Steiner,23,US,,L,R,"5' 11""",165,"Jul 28, 1921",1st,78,77,78,77,0,0,0,77,0,0,0,0,0,0,-,1,0,1.3,No,No
1945,Red Steiner,30,US,,L,R,"6' 0""",185,"Jan 7, 1915",1st,26,17,26,24,0,24,0,0,0,0,0,0,0,0,-,4,0,0.2,No,No
1945,Yank Terry,34,US,,R,R,"6' 1""",180,"Feb 11, 1911",5,12,4,12,12,12,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1945,Jackie Tobin,24,US,,L,R,"6' 0""",165,"Jan 8, 1921",1st,84,72,84,78,0,0,0,5,72,0,0,1,0,1,-,6,0,0,No,No
1945,Fred Walters,32,US,,R,R,"6' 1""",210,"Sep 4, 1912",1st,40,27,40,38,0,38,0,0,0,0,0,0,0,0,-,2,0,0.1,No,No
1945,Jim Wilson,23,US,,R,R,"6' 1""",200,"Feb 20, 1922",1st,25,21,25,23,23,0,0,0,0,0,0,0,0,0,-,2,0,1.5,No,No
1945,Pinky Woods,25,US,,R,R,"6' 5""",225,"May 22, 1920",3,24,12,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1946,Ernie Andres,28,US,,R,R,"6' 1""",200,"Jan 11, 1918",1st,15,13,15,15,0,0,0,0,15,0,0,0,0,0,-,0,0,-0.4,No,No
1946,Jim Bagby,29,US,,R,R,"6' 2""",170,"Sep 8, 1916",9,21,11,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
